id,nombre,telefono,gastos,rol,ganancias_anuales
67101581,Gina Beck,749.763.1153,16619.82,Cliente,67718.44
96106288,Heidi Sweeney,168-558-8821x023,7877.4,Analista,53326.53
65191044,Amanda Ward,806-699-4037x1166,5334.5,Ejecutivo,32959.09
28279358,Sean Diaz,204-331-0202,19452.23,Ejecutivo,28606.11
90443088,Dr. Dylan Harris,+1-056-346-0142,19451.33,Ejecutivo,35805.82
66674757,Kenneth Williams,+1-578-155-4153x0775,11331.96,Ejecutivo,29958.0
52784215,Kathy Day,651.184.1773,1955.76,Cliente,14480.28
10828437,Darryl Mcpherson,766.691.3970,7228.0,Cliente,73825.44
89540066,George Humphrey,508.646.8064,18515.4,Analista,42784.22
44077234,Jennifer Dickerson,439.719.5731x904,11144.63,Gerente,48107.68
31975721,Krista Stanley,001-608-217-2375x29285,12879.39,Gerente,23000.61
30855070,Joseph Williams,+1-239-333-7074x2257,6527.44,Gerente,40424.39
11502055,Daniel Benton,(200)474-4945x442,6393.58,Analista,64028.06
28092648,Stephanie Davenport,+1-798-663-3387,13625.72,Cliente,60892.52
65153144,Yolanda Reynolds,793-244-3359,8615.9,Ejecutivo,11996.5
96542140,Heidi Wilson,160.926.3521,11668.09,Analista,19283.49
37679901,Rick Mercado,(945)050-6788,3684.96,Gerente,74446.24
80481560,Eric Barnett,(800)683-2567,7855.61,Ejecutivo,52760.87
58811279,Michael Cruz,0111123091,16308.34,Cliente,8087.94
53058202,Brady Mendoza,+1-161-588-4041x045,17395.57,Gerente,12541.37
94311535,Susan Jones,975-868-1981x9643,739.06,Analista,40909.91
3696358,Blake Parker,364-658-9663x982,9169.11,Analista,13823.44
82744044,Jennifer Davis,475-552-3007,9101.72,Ejecutivo,40443.02
38461807,Linda Wagner,(068)295-4818x009,16131.26,Gerente,6553.08
74454502,Deborah Andrews,001-539-873-4279,4953.41,Gerente,52322.64
9587971,Dr. Patricia Johnson,+1-867-681-5404x86024,2367.51,Cliente,12293.38
24225,Julia Mitchell,785.069.5154x020,9659.21,Ejecutivo,66994.78
82714380,Patricia Jacobs,(353)743-2917,5696.29,Ejecutivo,42535.57
56906998,Bethany Lang,(937)515-9980,5441.9,Cliente,70691.81
84194889,Shawn Snyder,001-494-772-8755,11509.33,Analista,10441.49
39669973,Tyler Harvey,075-113-1434x812,15727.09,Cliente,10573.46
50662034,Lisa Nielsen,001-180-730-1154x5264,2976.03,Ejecutivo,34288.64
82128776,Julia Baker,001-345-410-7320x627,7204.26,Gerente,63040.55
92522509,Nicole Hernandez,001-981-737-3240x65414,10142.16,Analista,39152.07
19008277,Katherine Mccoy,(234)582-9557x7624,15334.89,Gerente,62826.95
1422572,Shawn Johnson,206.231.1629,12513.42,Gerente,70424.67
30926732,Tony Middleton,758.370.4378,174.81,Ejecutivo,62542.21
10569501,Michelle Sims,850-138-1674x682,16403.03,Gerente,24859.11
92112099,Wanda Stevens,(758)788-0563,16836.82,Analista,52053.68
43027658,Benjamin Gregory,+1-939-633-9923x21323,6581.91,Analista,57734.53
38283511,Christopher James,063.639.8043x24259,7901.22,Analista,66388.02
27649095,Laura Smith,(065)060-6695,10397.16,Cliente,19603.51
10441243,Tiffany Perez,731.155.9400,5617.38,Gerente,50092.01
49262166,Jacob Harrison,120-736-5461,9768.98,Ejecutivo,29443.4
9724617,Sue Saunders,2055453230,4228.66,Cliente,54060.79
95814377,Elizabeth Patel,(590)827-4633,16057.64,Gerente,62500.01
108113,Crystal Burton,239-960-3781,12137.79,Cliente,44472.5
84309638,Randy Mitchell,568.289.2407x5100,8732.18,Ejecutivo,22370.44
46832415,Jacob Sims,9449831137,4313.57,Gerente,47343.85
34973979,Robin Webster,+1-675-778-0149,5045.48,Gerente,44543.03
34602864,Jonathon Brown,213-340-9613,18857.72,Analista,33440.09
27632045,Holly Bullock,001-157-678-6513x92408,5014.96,Ejecutivo,54971.03
2005500,Matthew Johnson,040-092-7321x6212,7926.93,Gerente,30393.85
89006993,Vicki Hart,704-462-9735x63975,172.92,Analista,38984.21
87089962,Mrs. Virginia Garcia MD,+1-918-754-3784x3635,4054.14,Cliente,32873.38
85426941,Richard Gallagher,(551)424-6162,18121.23,Gerente,26320.14
77262739,Rhonda Palmer,001-604-838-2184,12897.68,Gerente,34975.94
96942611,Jacob Ayers,001-841-306-3345x37899,4860.32,Gerente,74748.18
85239853,Carlos Ellis,001-869-676-3481,19514.87,Analista,53952.52
62699837,Janet Combs,(824)626-7383,12954.04,Ejecutivo,11465.7
58588559,Heidi Brown,001-055-712-9799x84152,5334.14,Cliente,64189.49
40392840,Connie Dunn,001-315-162-2742,6942.61,Cliente,41528.83
72977001,Raymond Reed,848-927-6604,10120.15,Analista,78790.25
23193331,Katherine Mcgrath,072.341.9403x517,5910.23,Cliente,56198.45
44528123,Larry Arias,6088369524,14954.95,Analista,33713.04
35804982,Michael Wise,001-791-482-5255x93836,8822.69,Gerente,48822.3
71058841,Tammy Fletcher,001-407-127-6394,6844.9,Ejecutivo,33976.5
72370709,Matthew Rios,816-776-7624,11080.59,Analista,16990.7
53591220,Cody Cooper,(142)059-9865,19392.61,Analista,22668.34
55187934,Amanda Jones,976-538-6019x5802,4812.79,Analista,48105.14
25820092,Samuel Perez,001-519-273-3381x85618,3155.19,Analista,45186.43
49403092,Ashley Smith,449-494-7033x80278,8249.42,Cliente,39116.6
30227448,Ms. Madeline Ortiz,(778)116-8433,18459.12,Analista,58931.75
37176111,Joseph Meyer,9051773353,19915.3,Analista,75552.03
94215782,Spencer Lopez,001-084-728-1481,4659.43,Cliente,72880.46
14712898,Anthony Vaughn,278-971-9399x548,9886.78,Gerente,22775.65
1811832,Mark Doyle,001-446-600-0499x352,17563.7,Gerente,15333.47
67540336,Jessica Harvey,665-282-9504x39083,14919.85,Analista,53621.56
65193608,Morgan Hill,669.475.5247x722,3074.12,Gerente,39276.51
75908103,Jordan Russell,1294872510,1541.27,Analista,51054.7
1605146,Kayla Horton,001-282-032-8707x96551,3799.49,Ejecutivo,78406.3
93491767,Steven Pope,310.266.3176x0754,3113.08,Cliente,73167.04
70869835,Justin Cordova,(845)121-6746x7457,11872.04,Cliente,61980.32
7934113,Jacob Franklin,132-385-2913,19446.2,Cliente,72816.65
80805243,Zachary Nelson,+1-853-482-6185x28527,6605.07,Gerente,26881.94
77084132,Marie Williamson,741-180-6035x09690,3224.18,Gerente,53812.88
79975437,Crystal Smith,699.885.7184x120,1981.28,Gerente,15518.82
73227994,Pamela Thompson,180.702.8471,6293.13,Analista,26945.49
82709069,Emily Farmer,(372)794-3133x77852,1145.8,Analista,56271.67
86456630,Scott Cole,(479)920-8596x97822,8342.32,Analista,56420.44
17024748,Ralph Pittman,704-204-4599x886,19920.9,Ejecutivo,7752.2
71105686,Adam Allen,786-816-7006,13478.62,Cliente,14075.33
54539332,Rachel Mitchell,220.231.2429x87836,4348.32,Cliente,11504.58
52099533,Jessica Fox,(807)371-8481x4083,7485.55,Analista,26171.45
54392572,Marisa Robles,+1-390-471-4987,3593.32,Analista,39463.37
55746713,Anthony Robinson,(627)602-9153x9943,3900.05,Gerente,39655.89
54418665,Sandra Roberson,001-861-104-6552x37600,15765.15,Cliente,52289.74
47195693,Ellen Johnson,657-052-6819,3604.03,Gerente,14128.56
15263271,Anthony Long,001-086-658-1407x82471,16610.06,Cliente,51096.03
77639003,Willie Patel,267.737.1252x033,8176.74,Analista,66832.38
977998,Wanda Hernandez,533.132.6943x076,19565.39,Cliente,41153.56
37511359,Antonio Garrett,094-388-3574x80476,1134.97,Cliente,21793.48
27887629,Gregg Cole,318-326-5422x3667,4389.53,Ejecutivo,24102.59
42610605,Louis Fitzgerald,844.874.3681x0558,16874.44,Cliente,62785.98
79005838,Marisa Allen,+1-557-149-7881x946,2232.51,Ejecutivo,33108.83
53470530,Jacqueline Smith,515-287-6049,9636.1,Gerente,49364.84
66644541,Brittany Flowers,+1-451-030-7938,5404.08,Analista,57054.63
96240593,Jeremiah Smith,984-882-5629,16845.41,Gerente,45707.31
89501470,Jennifer Trevino,300.377.3478,16077.27,Cliente,67947.11
50191880,Betty Baker,897.446.0990x9825,5302.41,Gerente,70945.16
28102426,Nicole Lowe,+1-730-425-6863,345.11,Gerente,47674.79
45609622,Benjamin Reilly,222-158-4032x1637,5211.33,Analista,76791.73
43992710,Mrs. April Reynolds,(120)815-5831x69614,1899.78,Gerente,32881.51
52225952,Jesse Pacheco,743-179-6901x0984,8369.11,Analista,59950.41
18034608,Adam Perry,+1-389-706-2364x0812,13805.09,Ejecutivo,79414.42
97977529,Clarence Romero,502-407-5504x72609,8777.79,Cliente,26503.94
5292299,Erica Morgan,0820223113,13793.28,Ejecutivo,13636.6
87175169,Adriana Johnson,001-518-104-9030x618,18141.84,Cliente,28700.72
38620395,Christopher Yang,761.321.4243,17133.93,Gerente,20403.83
49732273,Timothy Griffin,(047)483-3924x58017,14612.3,Ejecutivo,76623.02
47090705,Ariel Hernandez,549.226.0163x1256,16270.82,Ejecutivo,7772.47
62933267,Brian Taylor,+1-645-057-2514,19693.36,Ejecutivo,47432.7
42846235,Debra Sharp,868.471.8562x71434,6014.48,Analista,30937.28
60979767,Christopher Blair,+1-992-053-8098x77996,1739.74,Ejecutivo,10551.12
436475,Cathy Patterson,001-950-564-7320,13483.66,Cliente,63458.39
98761733,Nicole Roberts,001-002-911-7712x6223,12002.65,Cliente,17724.54
3159597,Tim Blair,(679)323-2180,4923.78,Ejecutivo,30923.75
50840583,Michael Galloway,5400443376,8952.34,Ejecutivo,66586.57
79637448,Justin Arroyo,(426)554-0823x535,14350.58,Ejecutivo,8640.24
60862774,Brenda Chavez,281-462-5675x22693,5905.92,Gerente,61545.53
40929994,Elizabeth Gray,652.360.2702x676,13270.44,Gerente,55104.48
79825522,Paul Andrews,724-176-2553x398,18382.99,Gerente,74794.93
33123285,Jeanette Fritz,001-128-274-9072x8758,16154.28,Analista,40133.58
29956481,Joshua Chapman,0594195228,1899.88,Ejecutivo,57543.33
44447492,John Fowler,(635)893-9656x2034,19440.54,Analista,41520.58
39198683,Justin Martinez,996-308-2297x72144,14182.24,Cliente,16579.61
6817165,Yolanda Morales,+1-244-280-3131,12177.04,Analista,21440.71
45275412,John Hughes,948-634-6806,12670.55,Cliente,56286.82
4302871,Michael Hudson,820-128-1340x311,10988.21,Analista,75154.06
91425017,Michael Wallace,0269726281,17303.13,Gerente,9705.9
21839239,Benjamin Hendricks,(314)031-7338x2651,6433.43,Cliente,19122.57
81791324,Brandon Burns,748.169.9670x967,16600.74,Cliente,62914.73
67335880,Bridget Palmer,+1-343-442-0618x2605,10125.35,Cliente,21890.87
787462,Cynthia Roth,848-432-9181x767,2605.76,Analista,60809.96
87920203,Aaron Flores,943.126.5246x713,2236.61,Cliente,17856.9
34258496,Angela Brown,(369)390-3225,17552.21,Cliente,34013.65
36502222,Jennifer Whitehead,160.152.9613,3231.53,Gerente,75719.03
93674417,Tyler Flores,001-077-687-0774x7162,12834.36,Analista,60136.88
44471299,Jessica Elliott,001-556-181-0671x6924,7071.11,Cliente,31313.88
10946015,Kimberly Patel,001-095-298-6660x81407,5365.17,Ejecutivo,17805.3
11054735,Scott Garcia,001-691-819-3758x62633,13808.17,Ejecutivo,10054.38
14946303,Jessica Turner,+1-954-149-9959x380,17197.64,Analista,51103.99
31644237,Carol Smith,(226)625-7781x8245,10302.9,Cliente,57322.53
67159000,Shelly Jones,(611)128-9584,2850.38,Cliente,63059.64
65493900,Melanie Collins,976.959.0468x7191,6476.47,Cliente,79591.97
98475925,Walter Bennett,(187)022-6368,19914.45,Cliente,16359.74
29947671,Regina Walton,772.710.3787,11462.96,Cliente,9986.45
14781677,Roger Roberts,001-085-982-3612x023,11888.92,Cliente,47037.52
96970708,Melanie Blair,7416665363,5423.73,Cliente,21589.38
2004640,Patrick Jarvis MD,001-442-754-1418x8364,3519.59,Gerente,21822.18
40763044,Christopher Andrade,660.653.7914,12867.19,Cliente,68190.87
39777359,Jerome Jackson,+1-198-261-8339x975,4902.56,Ejecutivo,15597.71
4821049,Casey Hernandez,8754228642,16989.72,Gerente,21687.87
52002294,Michael Rivers,+1-324-721-4663x492,13607.88,Analista,47816.3
38109397,Douglas Hall,536.800.8223,391.52,Cliente,55362.2
51974406,Tyler Massey,(180)176-7036x629,8207.58,Analista,32225.08
50796844,Joseph Perez,(139)752-6200x209,17681.37,Gerente,65827.26
15049924,Andrew Cummings,001-249-128-4024x7467,16636.44,Ejecutivo,55121.54
88040220,Kim Beasley,032-203-2328,2113.15,Analista,22417.75
73155984,Jennifer Ruiz,001-942-283-0423x029,12621.61,Cliente,40052.05
68709004,Nicole Sims,001-826-229-6103,15350.35,Cliente,68912.61
18703024,Ashley Peters,1907649516,10807.27,Cliente,62624.4
33793245,Joseph Kennedy,+1-849-104-2682x73390,13798.26,Analista,44458.41
4590522,Jonathan Barnes,(954)137-6185x57734,19124.41,Cliente,21754.94
88185011,Jorge Jackson,(669)904-4803x0399,10946.16,Ejecutivo,70947.9
70997442,Tony Hodges,5442360777,7432.74,Cliente,31246.57
12717563,Melissa Zimmerman,919-898-4760x737,10509.85,Analista,30445.68
83960174,Amy Ruiz,001-886-352-6145x1198,19923.15,Ejecutivo,56795.0
17432305,Scott Cunningham,048.472.5175x7255,14115.05,Gerente,79938.19
87271360,Marissa Nash,001-764-849-1607x1919,13387.05,Analista,72687.71
95251196,Kelly Reid,+1-848-076-1871,5082.34,Ejecutivo,62430.91
71632531,Eric Vasquez,655.137.1008x6596,5857.75,Gerente,46048.0
39502232,Miss Amanda Pacheco,663-660-8855x8642,8683.14,Ejecutivo,41586.26
19221619,Michael Stewart,+1-459-310-0135,14454.47,Analista,9063.8
21253904,Katherine Hudson,237.350.9343x73327,12473.46,Ejecutivo,49759.22
60433688,Madison Johnson,278-386-0644x271,19852.72,Analista,17045.87
75973976,Mary Vega MD,(625)894-9174x82270,9228.58,Gerente,63097.49
14462007,Jacob Hester,280.222.6295x713,9417.59,Gerente,48232.92
19721152,Terry Odonnell,001-691-726-2144x0762,1935.12,Cliente,21638.28
97517624,Jessica Ferrell,833-430-1216x0040,8011.66,Gerente,57192.75
53318496,Douglas Davis,+1-052-614-6118x04454,8377.34,Gerente,47408.55
64508279,Mr. Wayne Vincent,236-639-7788,17587.48,Ejecutivo,68111.68
29858270,Shannon Davidson,5404623815,10876.54,Cliente,6504.9
37067623,Steven Collins,179.110.9909,5176.47,Analista,66248.7
52740404,Sherri Shea,912.553.1003x4394,4051.31,Analista,27051.83
62189020,Russell Kim,001-773-451-2721,10328.82,Analista,48062.09
40259037,Cristina Wolfe,(080)677-3820x60778,2053.08,Cliente,56959.35
37683669,James Wallace,(958)844-6127,14930.75,Ejecutivo,59254.52
49507138,Jacob Carpenter,(818)546-9916,14540.91,Ejecutivo,76155.15
53527719,Shawn Arnold,687.984.2928,17269.66,Ejecutivo,36400.65
9545139,Erin Torres,001-697-925-3330,2919.24,Gerente,58868.44
23612333,Colton Valenzuela,570.108.3228x1352,7599.27,Gerente,40421.77
80665700,Carol Nolan,(324)403-2316,13495.65,Cliente,9798.65
44854534,Vicki Barker,7725734628,940.82,Gerente,9324.68
43229920,Dawn Warren,001-270-210-4905,7847.59,Gerente,17607.43
84803241,Cheyenne Powell,3659601584,19126.94,Analista,44673.39
34906856,Shannon Church,001-945-212-6481,14721.71,Cliente,51269.74
47279033,Steve Ballard,+1-767-359-1168x65731,3933.76,Gerente,10793.97
96422745,Todd Morgan,250.968.3619,8857.42,Gerente,60643.86
17394259,Steven Jones,+1-155-635-5194,2234.44,Ejecutivo,72724.3
83669338,Melanie White,994.963.3251,15107.0,Gerente,46959.02
94177241,Ashley Scott,651-942-3718,16461.61,Cliente,56665.82
81226891,Mr. Carlos Marshall,(197)255-3918x98032,19567.41,Ejecutivo,72810.7
64583755,David Brown,373.621.0765,12906.6,Cliente,20785.3
42483753,Mr. George Hopkins,(862)417-1710x49004,13611.6,Ejecutivo,20561.06
72900954,Cynthia Williams,2255211501,8169.86,Ejecutivo,62151.58
78173680,Crystal Hawkins,955.474.2218x1637,3497.52,Gerente,60494.49
76389898,Andrew Larson,4752128461,13866.3,Gerente,61567.04
28413309,Adam Reynolds,001-747-704-2689x341,8035.61,Cliente,39052.27
57655319,Patricia Cruz,642.020.7676x695,12514.03,Cliente,45388.62
56372472,Robert Harmon,629-960-0347x193,3253.6,Ejecutivo,58345.69
92980395,Julian Lawson,001-344-657-0864x7473,9435.95,Gerente,37155.54
19373481,Steven Hall,001-619-951-1953,17023.5,Analista,18898.42
57183836,Brandon Cooke,+1-697-417-6898x96294,7000.72,Gerente,19390.64
78979917,Daniel Andrews,801-888-7055x93760,14736.18,Cliente,19069.7
92409374,Andrea Smith,784-483-2965,8782.29,Cliente,45003.18
